id,name,region,type,difficulty,distance,time,ascent,transit,transitFriendly,themes,audience,score,highlight,summary,warning,verify,lat,lng,locationAccuracy,status,updatedAt,color,startPoint,endPoint,parking,publicTransit,toilet,supply,exitPoints,bestSeason,routeStatus,publicStatus,dataOwner,sourceType,reviewNote
FZ011,晋安 金鸡山公园环线,晋安区,城市公园登高,轻松,4.2,1.5,160,地铁/公交,true,城市森林|观景|亲子,新手|亲子|半日,86,城市里容易完成的短线，适合新手测试鞋包和节奏。,路线短、交通友好，适合做工作日傍晚或周末半日轻徒步。,公园台阶和栈道雨后湿滑，晚间照明情况需确认。,入口开放时间、夜间照明、出口交通,26.102,119.332,近似点位，待复核,候选待复核,2026-06-19,#78a96f,晋安区 · 金鸡山公园环线附近,晋安区 · 原路/环线返回,周边公共停车/路侧停车待确认,地铁/公交,起终点周边厕所待确认,起终点周边补给待确认,起终点及中途可下撤点待复核,春季|夏季|秋季,候选待复核,待复核,山迹编辑,资料整理|待实地复核,V1.1 前仍按候选路线展示，正式出行前必须复核。
FZ012,鼓楼 于山-乌山-三坊七巷城市山线,鼓楼区,城市山地+历史街区,轻松,5.1,2.2,150,地铁/公交,true,历史人文|城市观景|亲子,新手|游客|半日,84,把城市小山和老城街区串起来，适合外地朋友认识福州。,更偏城市轻徒步，可作为雨季或时间有限时的替代路线。,城市道路穿插较多，需要注意过街和人流。,串联动线、开放时间、道路穿越点,26.083,119.3,近似点位，待复核,候选待复核,2026-06-19,#b0a35d,鼓楼区 · 于山附近,鼓楼区 · 三坊七巷城市山线附近,周边公共停车/路侧停车待确认,地铁/公交,起终点周边厕所待确认,起终点周边补给待确认,起终点及中途可下撤点待复核,全年|避开极端天气,候选待复核,待复核,山迹编辑,资料整理|待实地复核,V1.1 前仍按候选路线展示，正式出行前必须复核。
FZ013,鼓楼 西湖-左海-梅峰山城市绿道,鼓楼区,湖畔绿道,轻松,6.8,2.3,120,地铁/公交,true,湖景|城市森林|亲子,新手|亲子|游客,83,湖景、绿道和低强度步行组合，适合亲子和恢复性徒步。,适合补齐城市低强度路线，让用户有更多不出城选择。,周末游客较多，夏季湖畔暴晒路段需避开正午。,绿道连续性、厕所补给、亲子安全点,26.096,119.285,近似点位，待复核,候选待复核,2026-06-19,#8cb2a4,鼓楼区 · 西湖附近,鼓楼区 · 梅峰山城市绿道附近,周边公共停车/路侧停车待确认,地铁/公交,起终点周边厕所待确认,起终点周边补给待确认,起终点及中途可下撤点待复核,春季|夏季|秋季,候选待复核,待复核,山迹编辑,资料整理|待实地复核,V1.1 前仍按候选路线展示，正式出行前必须复核。
FZ014,马尾 罗星塔-船政文化步道,马尾区,江岸人文步道,轻松,6.5,2.5,140,地铁/公交,true,历史人文|江景|亲子,新手|游客|摄影,82,江景和船政文化节点清晰，适合做马尾方向的轻徒步入口。,路线强度低，适合城市人文专题和游客半日行程。,江边风大，部分城市道路和景点开放状态需确认。,步道连续性、景点开放、返程交通,26,119.45,近似点位，待复核,候选待复核,2026-06-19,#6a9aa0,马尾区 · 马尾罗星塔附近,马尾区 · 船政文化步道附近,周边公共停车/路侧停车待确认,地铁/公交,起终点周边厕所待确认,起终点周边补给待确认,起终点及中途可下撤点待复核,全年|避开极端天气,候选待复核,待复核,山迹编辑,资料整理|待实地复核,V1.1 前仍按候选路线展示，正式出行前必须复核。
FZ015,长乐 下沙海岸线,长乐区,海岸轻徒步,轻松,6.2,2.5,80,自驾/公交部分可达,false,看海|海岸|摄影,新手|游客|摄影,87,海岸线辨识度高，适合补齐山迹的看海专题内容。,适合做长乐方向的低强度海岸样板，正式发布前需补潮汐和风力信息。,海边风浪、礁石和潮汐风险需要重点提示，不建议恶劣天气前往。,潮汐、停车、实际可走路段、海边安全边界,25.86,119.65,近似点位，待复核,候选待复核,2026-06-19,#5d9fb1,长乐区 · 下沙海岸线附近,长乐区 · 原路/环线返回,目的地停车场/临时停车点待确认,自驾/公交部分可达,起终点周边厕所待确认,起终点周边补给待确认,起终点及中途可下撤点待复核,秋季|冬季|春季,候选待复核,待复核,山迹编辑,资料整理|待实地复核,V1.1 前仍按候选路线展示，正式出行前必须复核。
FZ016,长乐 猴屿洞天岩步道,长乐区,山海观景,中等,7.4,3.5,420,自驾/公交部分可达,false,观景|寺庙|摄影,新手进阶|摄影|半日,80,山体和江海视野结合，适合摄影和半日进阶。,适合作为长乐山海过渡路线，需复核步道状态和停车。,部分路段台阶较多，雨后防滑和返程交通需确认。,起终点、停车、步道开放状态,25.96,119.57,近似点位，待复核,候选待复核,2026-06-19,#7c9c72,长乐区 · 猴屿洞天岩步道附近,长乐区 · 原路/环线返回,起点停车条件待确认,自驾/公交部分可达,起点厕所待确认，途中厕所不稳定,建议自备饮水和路餐,起终点及中途可下撤点待复核,全年|避开极端天气,候选待复核,待复核,山迹编辑,资料整理|待实地复核,V1.1 前仍按候选路线展示，正式出行前必须复核。
FZ017,连江 黄岐古石村海岸线,连江县,海岸村落线,中等,8.8,4,360,自驾/包车,false,看海|海岸|摄影,新手进阶|摄影|游客,88,村落、海岸和观景点组合，适合后续山海专题重点打磨。,适合展示福州北部海岸路线，但需要严格复核安全边界。,海岸风大，部分路段可能靠近崖边或礁石，天气差不建议前往。,可走路段、潮汐风力、危险边界、停车,26.33,119.83,近似点位，待复核,候选待复核,2026-06-19,#4f93a3,连江县 · 黄岐古石村海岸线附近,连江县 · 原路/环线返回,目的地停车场/临时停车点待确认,建议自驾、包车或参加活动大巴,起点厕所待确认，途中厕所不稳定,建议自备饮水和路餐,起终点及中途可下撤点待复核,秋季|冬季|春季,候选待复核,待复核,山迹编辑,资料整理|待实地复核,V1.1 前仍按候选路线展示，正式出行前必须复核。
FZ018,连江 奇达旗冠顶看海线,连江县,山海观景,中等,6.8,3.5,430,自驾/活动大巴,false,看海|观景|摄影,新手进阶|摄影|游客,93,山海视野强，是福州周边看海徒步最容易传播的候选线之一。,适合作为山迹看海专题的核心样板，正式发布前要补充天气、停车和上下山动线。,台阶强度不低，临海观景点需注意风大和边缘安全。,起点停车、台阶强度、观景平台安全、返程方式,26.37,119.78,近似点位，待复核,候选待复核,2026-06-19,#4b8fac,连江县 · 奇达旗冠顶看海线附近,连江县 · 原路/环线返回,目的地停车场/临时停车点待确认,建议自驾、包车或参加活动大巴,起点厕所待确认，途中厕所不稳定,建议自备饮水和路餐,起终点及中途可下撤点待复核,秋季|冬季|春季,候选待复核,可内测,山迹编辑,资料整理|待实地复核,V1.1 前仍按候选路线展示，正式出行前必须复核。
FZ019,平潭 北部湾生态廊道,平潭县,海岸廊道,轻松,7.2,3,120,自驾/旅游公交,false,看海|海岸|摄影,新手|游客|摄影,91,海岸廊道和观景平台清晰，适合平潭看海轻徒步入口。,适合扩展平潭方向内容，作为山迹后续周边路线的重要补充。,海边风大，夏季暴晒明显，需确认停车、接驳和开放状态。,公交接驳、停车、风力、开放状态,25.62,119.79,近似点位，待复核,候选待复核,2026-06-19,#4b9bb4,平潭县 · 北部湾生态廊道附近,平潭县 · 原路/环线返回,目的地停车场/临时停车点待确认,建议自驾、包车或参加活动大巴,起终点周边厕所待确认,起终点周边补给待确认,起终点及中途可下撤点待复核,秋季|冬季|春季,候选待复核,可内测,山迹编辑,资料整理|待实地复核,V1.1 前仍按候选路线展示，正式出行前必须复核。
FZ020,永泰 云顶溪谷避暑线,永泰县,溪谷+避暑,较难,12,6,650,自驾/活动大巴,false,溪谷|避暑|森林,进阶|摄影,86,溪谷和森林感强，适合夏季避暑专题但需要强安全提示。,适合补齐永泰方向的溪谷路线，正式发布前要核实水位和开放状态。,雨天、涨水和湿滑风险高，不建议无经验者独行。,水位、开放状态、下撤点、通讯状况,25.78,118.92,近似点位，待复核,候选待复核,2026-06-19,#4f9071,永泰县 · 云顶溪谷避暑线附近,永泰县 · 原路/环线返回,起点停车条件待确认,建议自驾、包车或参加活动大巴,起点厕所待确认，途中厕所不稳定,建议自备饮水和路餐,需补充至少2个下撤点,春季|夏季|秋季,候选待复核,待复核,山迹编辑,资料整理|待实地复核,V1.1 前仍按候选路线展示，正式出行前必须复核。
FZ021,永泰 青云山瀑布步道,永泰县,瀑布森林步道,中等,7.8,4,520,自驾/活动大巴,false,瀑布|森林|避暑,新手进阶|游客|摄影,84,瀑布和森林体验明确，适合做避暑和亲水专题候选。,路线更偏景区步道，适合和纯野线做区分展示。,雨季湿滑，景区开放和门票信息需提前确认。,景区开放、门票、步道湿滑点、返程,25.77,118.98,近似点位，待复核,候选待复核,2026-06-19,#5d9b76,永泰县 · 青云山瀑布步道附近,永泰县 · 原路/环线返回,起点停车条件待确认,建议自驾、包车或参加活动大巴,起点厕所待确认，途中厕所不稳定,建议自备饮水和路餐,起终点及中途可下撤点待复核,春季|夏季|秋季,候选待复核,待复核,山迹编辑,资料整理|待实地复核,V1.1 前仍按候选路线展示，正式出行前必须复核。
FZ022,永泰 嵩口古镇田园步道,永泰县,古镇+田园步道,轻松,6.4,2.5,180,自驾/班车待确认,false,历史人文|田园|亲子,新手|亲子|游客,79,古镇和田园组合，适合低强度周末慢行。,适合补齐非登山型路线，让山迹覆盖更轻的周边徒步。,乡村道路与车辆混行，需要确认安全步行段。,步行动线、班车、停车、厕所补给,25.87,118.76,近似点位，待复核,候选待复核,2026-06-19,#a4a56b,永泰县 · 嵩口古镇田园步道附近,永泰县 · 原路/环线返回,起点停车条件待确认,建议自驾、包车或参加活动大巴,起终点周边厕所待确认,起终点周边补给待确认,起终点及中途可下撤点待复核,全年|避开极端天气,候选待复核,待复核,山迹编辑,资料整理|待实地复核,V1.1 前仍按候选路线展示，正式出行前必须复核。
FZ023,福清 石竹山登山道,福清市,名山+湖景,中等,6.5,3.5,480,动车/公交/自驾,true,名山|寺庙|湖景,新手进阶|游客|摄影,86,交通识别度高，湖景和寺庙组合适合福清方向样板。,适合做福清入门进阶路线，需复核上下山方式和开放状态。,节假日人多，台阶路段雨后需防滑。,公共交通、开放时间、上下山分段,25.72,119.35,近似点位，待复核,候选待复核,2026-06-19,#719d78,福清市 · 石竹山登山道附近,福清市 · 原路/环线返回,周边公共停车/路侧停车待确认,动车/公交/自驾,起点厕所待确认，途中厕所不稳定,建议自备饮水和路餐,起终点及中途可下撤点待复核,全年|避开极端天气,候选待复核,待复核,山迹编辑,资料整理|待实地复核,V1.1 前仍按候选路线展示，正式出行前必须复核。
FZ024,福清 大姆山草场环线,福清市,草场山脊,中等,9.5,4.5,520,自驾/福清公交+打车,false,草场|观景|摄影,新手进阶|摄影|进阶,90,开阔草场和山脊视野强，适合做摄影和秋冬路线候选。,适合作为福清方向高辨识度路线，但停车和风力信息要写清楚。,大姆山草场山顶无遮挡，暴晒和大风明显；雾天辨识度下降，草场有牛群和湿滑土路，禁止明火并注意垃圾带走。,停车收费和容量、公交接驳、厕所补给、山顶风力和雾况、轨迹授权,25.783385,119.510773,轨迹起点坐标，靠近单斜埔/大姆山草场登山路一带,候选待复核,2026-06-20,#8ea95d,单斜埔/大姆山草场登山路一带,单斜埔/大姆山草场环线返回,可参考大姆山草场入口、半山或山顶停车点，公开资料多提及停车收费；山路较窄，旺季建议错峰,公共交通较弱，可从福清城区公交至大山村/大姆山草场附近后步行或打车接驳；更建议自驾或活动大巴,游客服务中心、入口或停车点周边厕所需现场确认；草场和山脊中段按无厕所准备,大山村、景区入口或游客服务点可能有补给，草场和山脊中段建议自备饮水和路餐并带走垃圾,可向单斜埔、大山村、大姆山草场停车点或景区道路下撤；雾天、强风或雷雨应原路返回,春季|夏季|秋季|避开大风浓雾,候选待复核,待复核,山迹编辑,资料整理|待实地复核,来源作者：牙医の先生；来源授权：待确认；参考资料：Trip.com/携程大姆山草场信息、公开游记交通停车信息；停车、厕所补给和天气风险仍需实地复核。
FZ025,福清 目屿岛海岸步道,福清市,海岛海岸,中等,8.2,4,260,轮渡/自驾接驳,false,看海|海岛|摄影,新手进阶|摄影|游客,81,海岛属性鲜明，适合后续扩展福州周边海岛徒步。,正式发布前需要把船班、潮汐、接驳和安全边界写清楚。,船班变化、海边风浪和礁石风险较高。,船班、潮汐、登岛交通、可走路段,25.51,119.47,近似点位，待复核,候选待复核,2026-06-19,#4f9cb1,福清市 · 目屿岛海岸步道附近,福清市 · 原路/环线返回,目的地停车场/临时停车点待确认,轮渡/自驾接驳,起点厕所待确认，途中厕所不稳定,建议自备饮水和路餐,起终点及中途可下撤点待复核,秋季|冬季|春季,候选待复核,待复核,山迹编辑,资料整理|待实地复核,V1.1 前仍按候选路线展示，正式出行前必须复核。
FZ026,闽侯 雪峰山寺周边步道,闽侯县,寺庙森林,中等,8.6,4.2,560,自驾/包车,false,森林|寺庙|避暑,新手进阶|游客,78,森林和寺庙组合，适合做闽侯西北方向的安静路线。,适合作为非热门候选路线，后续要补充真实路况和停车信息。,山路弯多，返程交通不便，雨雾天气需谨慎。,道路通达性、停车、步道状态、通讯,26.24,118.95,近似点位，待复核,候选待复核,2026-06-19,#688f73,闽侯县 · 雪峰山寺周边步道附近,闽侯县 · 原路/环线返回,起点停车条件待确认,自驾/包车,起点厕所待确认，途中厕所不稳定,建议自备饮水和路餐,起终点及中途可下撤点待复核,春季|夏季|秋季,候选待复核,待复核,山迹编辑,资料整理|待实地复核,V1.1 前仍按候选路线展示，正式出行前必须复核。
FZ027,闽侯 十八重溪休闲步道,闽侯县,溪谷休闲,轻松,5.5,2.5,160,自驾/活动大巴,false,溪谷|亲水|亲子,新手|亲子|游客,77,溪谷亲水属性明显，适合亲子和夏季轻量路线候选。,更偏休闲游览，适合用来区分徒步和景区游览型内容。,雨季涨水、湿滑和景区开放状态需要提前确认。,开放状态、水位、亲水安全、厕所补给,25.91,119.05,近似点位，待复核,候选待复核,2026-06-19,#62a078,闽侯县 · 十八重溪休闲步道附近,闽侯县 · 原路/环线返回,起点停车条件待确认,自驾/活动大巴,起终点周边厕所待确认,起终点周边补给待确认,起终点及中途可下撤点待复核,春季|夏季|秋季,候选待复核,待复核,山迹编辑,资料整理|待实地复核,V1.1 前仍按候选路线展示，正式出行前必须复核。
FZ028,连江 定海湾海岸观景线,连江县,海岸观景,轻松,6.6,2.8,120,自驾/活动大巴,false,看海|海岸|摄影,新手|游客|摄影,82,海湾观景和低强度步行结合，适合看海专题轻量补充。,适合补充连江海岸低强度路线，正式发布前需复核可步行连续性。,海边暴晒和风大明显，部分路段可能依赖车辆接驳。,停车、可步行段、风力、厕所补给,26.22,119.68,近似点位，待复核,候选待复核,2026-06-19,#5d9fb7,连江县 · 定海湾海岸观景线附近,连江县 · 原路/环线返回,目的地停车场/临时停车点待确认,建议自驾、包车或参加活动大巴,起终点周边厕所待确认,起终点周边补给待确认,起终点及中途可下撤点待复核,秋季|冬季|春季,候选待复核,待复核,山迹编辑,资料整理|待实地复核,V1.1 前仍按候选路线展示，正式出行前必须复核。
FZ029,平潭 坛南湾海岸漫步线,平潭县,海岸漫步,轻松,5.8,2.2,60,自驾/旅游公交,false,看海|海岸|亲子,新手|亲子|游客,85,海滩和海岸景观清楚，适合平潭轻徒步和亲子专题。,更偏轻量海岸漫步，适合作为平潭方向入门页面。,海边暴晒、风浪和旅游旺季人流需提前确认。,停车、公交、潮汐、亲子安全边界,25.43,119.78,近似点位，待复核,候选待复核,2026-06-19,#68aeb5,平潭县 · 坛南湾海岸漫步线附近,平潭县 · 原路/环线返回,目的地停车场/临时停车点待确认,建议自驾、包车或参加活动大巴,起终点周边厕所待确认,起终点周边补给待确认,起终点及中途可下撤点待复核,秋季|冬季|春季,候选待复核,待复核,山迹编辑,资料整理|待实地复核,V1.1 前仍按候选路线展示，正式出行前必须复核。
FZ030,罗源 罗源湾滨海观景步道,罗源县,滨海观景,轻松,6.9,2.8,130,动车/公交/自驾,true,看海|海岸|摄影,新手|游客|摄影,76,作为宁德边界扩展方向的预留样板，适合测试跨区域内容结构。,虽然不完全属于福州市区核心范围，但适合验证后期宁德边界扩展。,跨区域交通和返程时间需要提前确认，海边风力变化大。,边界范围、交通接驳、可走路段、风力,26.49,119.55,近似点位，待复核,候选待复核,2026-06-19,#669cab,罗源县 · 罗源湾滨海观景步道附近,罗源县 · 原路/环线返回,周边公共停车/路侧停车待确认,动车/公交/自驾,起终点周边厕所待确认,起终点周边补给待确认,起终点及中途可下撤点待复核,秋季|冬季|春季,候选待复核,待复核,山迹编辑,资料整理|待实地复核,V1.1 前仍按候选路线展示，正式出行前必须复核。
